2026-07-02T09:00:19+05:30 | API | service=api-gateway | user=trainer | ip=10.0.0.5 | GET /api/reports/export | status=204 | rt=262ms | risk=safe:10 | msg="GET /api/reports/export 204 in 262ms (next.js: 49ms, application-code: 168ms)"
2026-07-02T13:15:28+05:30 | AUTH | service=auth-service | user=manager | ip=45.67.21.88 | POST /api/auth | status=401 | rt=180ms | risk=security_risk:76 | msg="POST /api/auth 401 in 40ms | failed login for user=manager from ip=45.67.21.88"
2026-07-02T13:15:34+05:30 | API | service=nextjs-app | user=manager | ip=172.16.0.33 | DELETE /api/verify-admin-access | status=200 | rt=706ms | risk=safe:1 | msg="DELETE /api/verify-admin-access 200 in 706ms (next.js: 12ms, application-code: 693ms)"
2026-07-02T13:15:35+05:30 | AUTH | service=auth-service | user=manager | ip=45.67.21.88 | POST /api/auth | status=401 | rt=120ms | risk=security_risk:87 | msg="POST /api/auth 401 in 32ms | failed login for user=manager from ip=45.67.21.88"
2026-07-02T13:15:42+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=133ms | risk=security_risk:88 | msg="POST /api/auth 401 in 98ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:15:49+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=67ms | risk=security_risk:96 | msg="POST /api/auth 401 in 114ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:15:56+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=33ms | risk=security_risk:84 | msg="POST /api/auth 401 in 175ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:16:03+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=102ms | risk=security_risk:79 | msg="POST /api/auth 401 in 54ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:16:10+05:30 | AUTH | service=auth-service | user=manager | ip=45.67.21.88 | POST /api/auth | status=401 | rt=218ms | risk=security_risk:91 | msg="POST /api/auth 401 in 209ms | failed login for user=manager from ip=45.67.21.88"
2026-07-02T13:16:17+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=160ms | risk=security_risk:77 | msg="POST /api/auth 401 in 95ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:16:24+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=76ms | risk=security_risk:80 | msg="POST /api/auth 401 in 151ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:16:31+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=152ms | risk=security_risk:95 | msg="POST /api/auth 401 in 167ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:16:38+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=146ms | risk=security_risk:81 | msg="POST /api/auth 401 in 92ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:16:39+05:30 | WEB | service=api-gateway | user=finance_user | ip=192.168.2.15 | GET /admin | status=200 | rt=898ms | risk=safe:18 | msg="GET /admin 200 in 898ms (next.js: 71ms, application-code: 856ms)"
2026-07-02T13:16:45+05:30 | AUTH | service=auth-service | user=manager | ip=45.67.21.88 | POST /api/auth | status=401 | rt=93ms | risk=security_risk:80 | msg="POST /api/auth 401 in 131ms | failed login for user=manager from ip=45.67.21.88"
2026-07-02T13:16:52+05:30 | WEB | service=nextjs-app | user=hr_user | ip=192.168.2.15 | GET /billing | status=200 | rt=342ms | risk=safe:13 | msg="GET /billing 200 in 342ms (next.js: 53ms, application-code: 305ms)"
2026-07-02T13:16:52+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=198ms | risk=security_risk:82 | msg="POST /api/auth 401 in 171ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:16:59+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=192ms | risk=security_risk:94 | msg="POST /api/auth 401 in 197ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:17:06+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=219ms | risk=security_risk:93 | msg="POST /api/auth 401 in 32ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:17:12+05:30 | WEB | service=api-gateway | user=john | ip=192.168.2.15 | GET /courses | status=204 | rt=129ms | risk=safe:1 | msg="GET /courses 204 in 129ms (next.js: 99ms, application-code: 83ms)"
2026-07-02T13:17:13+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=54ms | risk=security_risk:89 | msg="POST /api/auth 401 in 194ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:17:20+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=144ms | risk=security_risk:93 | msg="POST /api/auth 401 in 56ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:17:27+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=148ms | risk=security_risk:96 | msg="POST /api/auth 401 in 174ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:17:34+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=201ms | risk=security_risk:94 | msg="POST /api/auth 401 in 121ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:17:41+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=103ms | risk=security_risk:96 | msg="POST /api/auth 401 in 95ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:17:48+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=120ms | risk=security_risk:80 | msg="POST /api/auth 401 in 164ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:17:55+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=132ms | risk=security_risk:75 | msg="POST /api/auth 401 in 144ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:18:02+05:30 | AUTH | service=auth-service | user=manager | ip=45.67.21.88 | POST /api/auth | status=401 | rt=82ms | risk=security_risk:75 | msg="POST /api/auth 401 in 41ms | failed login for user=manager from ip=45.67.21.88"
2026-07-02T13:18:09+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=46ms | risk=security_risk:88 | msg="POST /api/auth 401 in 31ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:18:16+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=132ms | risk=security_risk:85 | msg="POST /api/auth 401 in 114ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:18:23+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=191ms | risk=security_risk:91 | msg="POST /api/auth 401 in 116ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:18:30+05:30 | API | service=api-gateway | user=manager | ip=10.0.0.5 | DELETE /api/get-token | status=304 | rt=327ms | risk=safe:17 | msg="DELETE /api/get-token 304 in 327ms (next.js: 107ms, application-code: 293ms)"
2026-07-02T13:18:30+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=119ms | risk=security_risk:86 | msg="POST /api/auth 401 in 198ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:18:37+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=50ms | risk=security_risk:79 | msg="POST /api/auth 401 in 101ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:18:44+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=176ms | risk=security_risk:80 | msg="POST /api/auth 401 in 41ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:18:51+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=203ms | risk=security_risk:90 | msg="POST /api/auth 401 in 33ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:18:58+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=112ms | risk=security_risk:83 | msg="POST /api/auth 401 in 66ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:19:05+05:30 | AUTH | service=auth-service | user=manager | ip=45.67.21.88 | POST /api/auth | status=401 | rt=30ms | risk=security_risk:96 | msg="POST /api/auth 401 in 77ms | failed login for user=manager from ip=45.67.21.88"
2026-07-02T13:19:11+05:30 | WEB | service=auth-service | user=support | ip=10.0.0.8 | GET /SIEM-Learning-path | status=200 | rt=948ms | risk=safe:17 | msg="GET /SIEM-Learning-path 200 in 948ms (next.js: 94ms, application-code: 871ms)"
2026-07-02T13:19:12+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=192ms | risk=security_risk:79 | msg="POST /api/auth 401 in 36ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:19:19+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=160ms | risk=security_risk:94 | msg="POST /api/auth 401 in 146ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:19:26+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=108ms | risk=security_risk:86 | msg="POST /api/auth 401 in 166ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:19:33+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=146ms | risk=security_risk:87 | msg="POST /api/auth 401 in 142ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:19:40+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=182ms | risk=security_risk:77 | msg="POST /api/auth 401 in 142ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:19:47+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=142ms | risk=security_risk:80 | msg="POST /api/auth 401 in 182ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:19:54+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=196ms | risk=security_risk:84 | msg="POST /api/auth 401 in 72ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:20:01+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=189ms | risk=security_risk:82 | msg="POST /api/auth 401 in 88ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:20:08+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=137ms | risk=security_risk:96 | msg="POST /api/auth 401 in 81ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:20:10+05:30 | WEB | service=auth-service | user=finance_user | ip=192.168.1.11 | GET /dashboard | status=200 | rt=404ms | risk=safe:23 | msg="GET /dashboard 200 in 404ms (next.js: 8ms, application-code: 290ms)"
2026-07-02T13:20:15+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=74ms | risk=security_risk:97 | msg="POST /api/auth 401 in 175ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:20:22+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=162ms | risk=security_risk:82 | msg="POST /api/auth 401 in 115ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:20:29+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=63ms | risk=security_risk:76 | msg="POST /api/auth 401 in 142ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:20:36+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=218ms | risk=security_risk:90 | msg="POST /api/auth 401 in 189ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:20:43+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=46ms | risk=security_risk:78 | msg="POST /api/auth 401 in 84ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:20:47+05:30 | API | service=nextjs-app | user=finance_user | ip=172.16.0.33 | PATCH /api/verify-admin-access | status=200 | rt=167ms | risk=safe:1 | msg="PATCH /api/verify-admin-access 200 in 167ms (next.js: 75ms, application-code: 110ms)"
2026-07-02T13:20:50+05:30 | AUTH | service=auth-service | user=manager | ip=45.67.21.88 | POST /api/auth | status=401 | rt=36ms | risk=security_risk:77 | msg="POST /api/auth 401 in 214ms | failed login for user=manager from ip=45.67.21.88"
2026-07-02T13:20:57+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=202ms | risk=security_risk:95 | msg="POST /api/auth 401 in 30ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:21:04+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=137ms | risk=security_risk:75 | msg="POST /api/auth 401 in 159ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:21:11+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=37ms | risk=security_risk:89 | msg="POST /api/auth 401 in 137ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:21:18+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=58ms | risk=security_risk:82 | msg="POST /api/auth 401 in 199ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:21:25+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=217ms | risk=security_risk:97 | msg="POST /api/auth 401 in 177ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:21:32+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=162ms | risk=security_risk:78 | msg="POST /api/auth 401 in 219ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:21:39+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=155ms | risk=security_risk:89 | msg="POST /api/auth 401 in 173ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:21:46+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=154ms | risk=security_risk:86 | msg="POST /api/auth 401 in 53ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:21:53+05:30 | AUTH | service=auth-service | user=manager | ip=45.67.21.88 | POST /api/auth | status=401 | rt=98ms | risk=security_risk:97 | msg="POST /api/auth 401 in 60ms | failed login for user=manager from ip=45.67.21.88"
2026-07-02T13:21:59+05:30 | WEB | service=auth-service | user=manager | ip=192.168.1.12 | GET /courses | status=304 | rt=950ms | risk=safe:3 | msg="GET /courses 304 in 950ms (next.js: 36ms, application-code: 862ms)"
2026-07-02T13:22:00+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=141ms | risk=security_risk:88 | msg="POST /api/auth 401 in 65ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:22:07+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=217ms | risk=security_risk:80 | msg="POST /api/auth 401 in 160ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:22:14+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=124ms | risk=security_risk:98 | msg="POST /api/auth 401 in 183ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:22:21+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=159ms | risk=security_risk:90 | msg="POST /api/auth 401 in 143ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:22:28+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=219ms | risk=security_risk:98 | msg="POST /api/auth 401 in 160ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:22:35+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=51ms | risk=security_risk:82 | msg="POST /api/auth 401 in 33ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:22:42+05:30 | AUTH | service=auth-service | user=manager | ip=45.67.21.88 | POST /api/auth | status=401 | rt=71ms | risk=security_risk:87 | msg="POST /api/auth 401 in 129ms | failed login for user=manager from ip=45.67.21.88"
2026-07-02T13:22:49+05:30 | AUTH | service=auth-service | user=manager | ip=45.67.21.88 | POST /api/auth | status=401 | rt=143ms | risk=security_risk:90 | msg="POST /api/auth 401 in 114ms | failed login for user=manager from ip=45.67.21.88"
2026-07-02T13:22:56+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=61ms | risk=security_risk:89 | msg="POST /api/auth 401 in 98ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:23:03+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=183ms | risk=security_risk:81 | msg="POST /api/auth 401 in 69ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:23:07+05:30 | WEB | service=api-gateway | user=trainer | ip=10.0.0.5 | GET /admin | status=301 | rt=698ms | risk=safe:16 | msg="GET /admin 301 in 698ms (next.js: 11ms, application-code: 628ms)"
2026-07-02T13:23:10+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=128ms | risk=security_risk:77 | msg="POST /api/auth 401 in 220ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:23:11+05:30 | WEB | service=auth-service | user=devops | ip=172.16.0.21 | GET /admin | status=200 | rt=795ms | risk=safe:1 | msg="GET /admin 200 in 795ms (next.js: 104ms, application-code: 691ms)"
2026-07-02T13:23:17+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=151ms | risk=security_risk:91 | msg="POST /api/auth 401 in 144ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:23:24+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=75ms | risk=security_risk:89 | msg="POST /api/auth 401 in 193ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:23:31+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=401 | rt=129ms | risk=security_risk:77 | msg="POST /api/auth 401 in 177ms | failed login for user=admin from ip=45.67.21.88"
2026-07-02T13:23:38+05:30 | AUTH | service=auth-service | user=hr_user | ip=45.67.21.88 | POST /api/auth | status=401 | rt=213ms | risk=security_risk:81 | msg="POST /api/auth 401 in 49ms | failed login for user=hr_user from ip=45.67.21.88"
2026-07-02T13:23:45+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=151ms | risk=security_risk:78 | msg="POST /api/auth 401 in 129ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:23:52+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=31ms | risk=security_risk:79 | msg="POST /api/auth 401 in 121ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:23:59+05:30 | AUTH | service=auth-service | user=devops | ip=45.67.21.88 | POST /api/auth | status=401 | rt=113ms | risk=security_risk:92 | msg="POST /api/auth 401 in 45ms | failed login for user=devops from ip=45.67.21.88"
2026-07-02T13:24:06+05:30 | AUTH | service=auth-service | user=support | ip=45.67.21.88 | POST /api/auth | status=401 | rt=128ms | risk=security_risk:95 | msg="POST /api/auth 401 in 131ms | failed login for user=support from ip=45.67.21.88"
2026-07-02T13:24:13+05:30 | AUTH | service=auth-service | user=manager | ip=45.67.21.88 | POST /api/auth | status=401 | rt=149ms | risk=security_risk:95 | msg="POST /api/auth 401 in 78ms | failed login for user=manager from ip=45.67.21.88"
2026-07-02T13:24:24+05:30 | WEB | service=auth-service | user=john | ip=192.168.1.12 | GET /courses | status=200 | rt=625ms | risk=safe:1 | msg="GET /courses 200 in 625ms (next.js: 119ms, application-code: 531ms)"
2026-07-02T13:24:50+05:30 | AUTH | service=auth-service | user=admin | ip=45.67.21.88 | POST /api/auth | status=200 | rt=312ms | risk=security_risk:77 | msg="POST /api/auth 200 in 312ms | successful login after repeated failures for user=admin from ip=45.67.21.88"
2026-07-02T13:25:07+05:30 | API | service=auth-service | user=student02 | ip=10.0.0.8 | GET /api/credits-based/user_wallet | status=201 | rt=704ms | risk=safe:23 | msg="GET /api/credits-based/user_wallet 201 in 704ms (next.js: 19ms, application-code: 599ms)"
2026-07-02T13:25:50+05:30 | API | service=api-gateway | user=support | ip=10.0.0.8 | DELETE /api/profile | status=301 | rt=436ms | risk=safe:11 | msg="DELETE /api/profile 301 in 436ms (next.js: 13ms, application-code: 342ms)"
2026-07-02T13:26:53+05:30 | API | service=nextjs-app | user=guest | ip=10.0.0.5 | POST /api/reports/export | status=200 | rt=416ms | risk=safe:20 | msg="POST /api/reports/export 200 in 416ms (next.js: 92ms, application-code: 362ms)"
2026-07-02T13:27:48+05:30 | WEB | service=auth-service | user=hr_user | ip=172.16.0.33 | GET /learning-paths | status=200 | rt=212ms | risk=safe:5 | msg="GET /learning-paths 200 in 212ms (next.js: 19ms, application-code: 210ms)"
2026-07-02T13:28:51+05:30 | API | service=nextjs-app | user=student02 | ip=192.168.1.10 | POST /api/reports/export | status=200 | rt=155ms | risk=safe:13 | msg="POST /api/reports/export 200 in 155ms (next.js: 69ms, application-code: 76ms)"
2026-07-02T13:30:08+05:30 | API | service=nextjs-app | user=api_bot | ip=172.16.0.33 | POST /api/credits-based/user_wallet | status=301 | rt=182ms | risk=safe:16 | msg="POST /api/credits-based/user_wallet 301 in 182ms (next.js: 27ms, application-code: 170ms)"
2026-07-02T13:30:13+05:30 | API | service=api-gateway | user=api_bot | ip=192.168.1.11 | GET /api/community-members-showcase/verify-hr | status=200 | rt=609ms | risk=safe:6 | msg="GET /api/community-members-showcase/verify-hr 200 in 609ms (next.js: 18ms, application-code: 580ms)"
2026-07-02T13:31:26+05:30 | WEB | service=nextjs-app | user=john | ip=172.16.0.21 | GET /profile | status=200 | rt=570ms | risk=safe:11 | msg="GET /profile 200 in 570ms (next.js: 62ms, application-code: 509ms)"
2026-07-02T13:31:32+05:30 | API | service=api-gateway | user=guest | ip=10.0.0.5 | PUT /api/upload | status=200 | rt=499ms | risk=safe:20 | msg="PUT /api/upload 200 in 499ms (next.js: 99ms, application-code: 415ms)"
2026-07-02T13:32:14+05:30 | WEB | service=auth-service | user=john | ip=192.168.1.12 | GET /profile | status=200 | rt=622ms | risk=safe:9 | msg="GET /profile 200 in 622ms (next.js: 68ms, application-code: 595ms)"
2026-07-02T13:33:13+05:30 | API | service=api-gateway | user=devops | ip=10.0.0.8 | POST /api/upload | status=200 | rt=220ms | risk=safe:9 | msg="POST /api/upload 200 in 220ms (next.js: 12ms, application-code: 217ms)"
2026-07-02T13:34:25+05:30 | WEB | service=auth-service | user=student02 | ip=172.16.0.21 | GET /reports | status=200 | rt=382ms | risk=safe:15 | msg="GET /reports 200 in 382ms (next.js: 96ms, application-code: 306ms)"
2026-07-02T13:35:03+05:30 | WEB | service=api-gateway | user=john | ip=192.168.1.11 | GET /SIEM-Learning-path | status=200 | rt=926ms | risk=safe:25 | msg="GET /SIEM-Learning-path 200 in 926ms (next.js: 59ms, application-code: 881ms)"
2026-07-02T13:36:02+05:30 | API | service=nextjs-app | user=hr_user | ip=172.16.0.33 | DELETE /api/settings | status=200 | rt=613ms | risk=safe:14 | msg="DELETE /api/settings 200 in 613ms (next.js: 51ms, application-code: 572ms)"
2026-07-02T13:36:52+05:30 | API | service=auth-service | user=keerthi | ip=172.16.0.33 | GET /api/profile | status=200 | rt=656ms | risk=safe:14 | msg="GET /api/profile 200 in 656ms (next.js: 48ms, application-code: 543ms)"
2026-07-02T13:37:21+05:30 | WEB | service=nextjs-app | user=analyst | ip=192.168.1.11 | GET /SIEM-Learning-path | status=304 | rt=497ms | risk=safe:15 | msg="GET /SIEM-Learning-path 304 in 497ms (next.js: 17ms, application-code: 467ms)"
2026-07-02T13:37:40+05:30 | API | service=nextjs-app | user=john | ip=192.168.1.11 | POST /api/grad2it-aws/get-recordings-url | status=200 | rt=68ms | risk=safe:3 | msg="POST /api/grad2it-aws/get-recordings-url 200 in 68ms (next.js: 57ms, application-code: 44ms)"
2026-07-02T13:38:46+05:30 | WEB | service=auth-service | user=api_bot | ip=10.0.0.8 | GET /profile | status=301 | rt=83ms | risk=safe:25 | msg="GET /profile 301 in 83ms (next.js: 92ms, application-code: 24ms)"
2026-07-02T13:38:58+05:30 | API | service=nextjs-app | user=manager | ip=10.0.0.8 | PATCH /api/profile | status=304 | rt=746ms | risk=safe:13 | msg="PATCH /api/profile 304 in 746ms (next.js: 51ms, application-code: 683ms)"
2026-07-02T13:39:32+05:30 | WEB | service=auth-service | user=devops | ip=192.168.1.11 | GET /SIEM-Learning-path | status=200 | rt=569ms | risk=safe:10 | msg="GET /SIEM-Learning-path 200 in 569ms (next.js: 58ms, application-code: 467ms)"
2026-07-02T13:40:50+05:30 | WEB | service=auth-service | user=manager | ip=172.16.0.33 | GET /login | status=200 | rt=738ms | risk=safe:2 | msg="GET /login 200 in 738ms (next.js: 72ms, application-code: 634ms)"
2026-07-02T13:41:13+05:30 | API | service=api-gateway | user=analyst | ip=172.16.0.33 | POST /api/credits-based/user_wallet | status=200 | rt=709ms | risk=safe:11 | msg="POST /api/credits-based/user_wallet 200 in 709ms (next.js: 62ms, application-code: 639ms)"
2026-07-02T13:42:29+05:30 | API | service=nextjs-app | user=student02 | ip=192.168.1.12 | GET /api/admin/users | status=304 | rt=71ms | risk=safe:1 | msg="GET /api/admin/users 304 in 71ms (next.js: 117ms, application-code: 1ms)"
2026-07-02T13:43:29+05:30 | API | service=api-gateway | user=trainer | ip=192.168.2.15 | PUT /api/learning-path-batches | status=200 | rt=316ms | risk=safe:20 | msg="PUT /api/learning-path-batches 200 in 316ms (next.js: 55ms, application-code: 205ms)"
2026-07-02T13:43:57+05:30 | API | service=api-gateway | user=api_bot | ip=192.168.2.15 | DELETE /api/credits-based/get_usd_cost | status=200 | rt=502ms | risk=safe:4 | msg="DELETE /api/credits-based/get_usd_cost 200 in 502ms (next.js: 76ms, application-code: 479ms)"
2026-07-02T13:44:17+05:30 | API | service=nextjs-app | user=finance_user | ip=10.0.0.5 | DELETE /api/admin/users | status=200 | rt=86ms | risk=safe:19 | msg="DELETE /api/admin/users 200 in 86ms (next.js: 47ms, application-code: 74ms)"
2026-07-02T13:45:05+05:30 | WEB | service=auth-service | user=trainer | ip=172.16.0.21 | GET /settings | status=304 | rt=622ms | risk=safe:6 | msg="GET /settings 304 in 622ms (next.js: 21ms, application-code: 530ms)"
